C27,C40,C54,C56,C57,C58,hour,SOC27,SOC40,SOC54,SOC56,SOC57,SOC58
0.0,0.0,0.0,0.0,0.0,0.0,6264,0.0,0.0,0.0,58523.11687888584,0.0,2014.623644401875
0.0,0.0,0.0,0.0,0.0,0.0,6265,0.0,0.0,0.0,58523.11687888584,0.0,2014.623644401875
0.0,0.0,0.0,0.0,0.0,0.0,6266,0.0,0.0,0.0,58523.11687888584,0.0,2014.623644401875
0.0,0.0,0.0,0.0,0.0,0.0,6267,0.0,0.0,0.0,58523.11687888584,0.0,2014.623644401875
0.0,0.0,0.0,0.0,0.0,0.0,6268,0.0,0.0,0.0,58523.11687888584,0.0,2014.623644401875
0.0,0.0,0.0,0.0,0.0,0.0,6269,0.0,0.0,0.0,58523.11687888584,0.0,2014.623644401875
0.0,0.0,0.0,0.0,0.0,0.0,6270,0.0,0.0,0.0,58523.11687888584,0.0,2014.623644401875
0.0,0.0,0.0,0.0,0.0,0.0,6271,0.0,0.0,0.0,58523.11687888584,0.0,2014.623644401875
0.0,0.0,0.0,0.0,0.0,0.0,6272,0.0,0.0,0.0,58523.11687888584,0.0,2014.623644401875
0.0,0.0,0.0,0.0,0.0,0.0,6273,0.0,0.0,0.0,58523.11687888584,0.0,2014.623644401875
0.0,0.0,0.0,0.0,0.0,0.0,6274,0.0,0.0,0.0,58523.11687888584,0.0,2014.623644401875
0.0,0.0,0.0,0.0,0.0,0.0,6275,0.0,0.0,0.0,58523.11687888584,0.0,2014.623644401875
0.0,0.0,0.0,0.0,0.0,0.0,6276,0.0,0.0,0.0,58523.11687888584,0.0,2014.623644401875
0.0,0.0,0.0,0.0,0.0,0.0,6277,0.0,0.0,0.0,58523.11687888584,0.0,2014.623644401875
0.0,0.0,0.0,0.0,0.0,0.0,6278,0.0,0.0,0.0,58523.11687888584,0.0,2014.623644401875
0.0,0.0,0.0,0.0,0.0,0.0,6279,0.0,0.0,0.0,58523.11687888584,0.0,2014.623644401875
0.0,0.0,0.0,0.0,0.0,0.0,6280,0.0,0.0,0.0,58523.11687888584,0.0,2014.623644401875
0.0,0.0,0.0,0.0,0.0,0.0,6281,0.0,0.0,0.0,58523.11687888584,0.0,2014.623644401875
0.0,0.0,0.0,0.0,0.0,0.0,6282,0.0,0.0,0.0,58523.11687888584,0.0,2014.623644401875
0.0,0.0,0.0,0.0,0.0,0.0,6283,0.0,0.0,0.0,58523.11687888584,0.0,2014.623644401875
0.0,0.0,0.0,0.0,0.0,0.0,6284,0.0,0.0,0.0,58523.11687888584,0.0,2014.623644401875
0.0,0.0,0.0,0.0,0.0,0.0,6285,0.0,0.0,0.0,58523.11687888584,0.0,2014.623644401875
0.0,0.0,0.0,0.0,0.0,0.0,6286,0.0,0.0,0.0,58523.11687888584,0.0,2014.623644401875
0.0,0.0,0.0,0.0,0.0,0.0,6287,0.0,0.0,0.0,58523.11687888584,0.0,2014.623644401875
0.0,0.0,0.0,0.0,0.0,0.0,6288,0.0,0.0,0.0,58523.11687888584,0.0,2014.623644401875
0.0,0.0,0.0,0.0,0.0,0.0,6289,0.0,0.0,0.0,58523.11687888584,0.0,2014.623644401875
0.0,0.0,0.0,0.0,0.0,0.0,6290,0.0,0.0,0.0,58523.11687888584,0.0,2014.623644401875
0.0,0.0,0.0,0.0,0.0,0.0,6291,0.0,0.0,0.0,58523.11687888584,0.0,2014.623644401875
0.0,0.0,0.0,0.0,0.0,0.0,6292,0.0,0.0,0.0,58523.11687888584,0.0,2014.623644401875
0.0,0.0,0.0,0.0,0.0,0.0,6293,0.0,0.0,0.0,58523.11687888584,0.0,2014.623644401875
0.0,0.0,0.0,0.0,0.0,0.0,6294,0.0,0.0,0.0,58523.11687888584,0.0,2014.623644401875
0.0,0.0,0.0,0.0,0.0,0.0,6295,0.0,0.0,0.0,58523.11687888584,0.0,2014.623644401875
0.0,0.0,0.0,2349.3684247687197,0.0,141.35298616833293,6296,0.0,0.0,0.0,60008.987935916055,0.0,2104.023122473517
0.0,0.0,0.0,1926.7157408228213,0.0,141.3529861683329,6297,0.0,0.0,0.0,61227.54996485582,0.0,2193.4226005451583
0.0,0.0,0.0,0.0,0.0,0.0,6298,0.0,0.0,0.0,61227.54996485582,0.0,2193.4226005451583
0.0,0.0,0.0,0.0,0.0,0.0,6299,0.0,0.0,0.0,61227.54996485582,0.0,2193.4226005451583
0.0,0.0,0.0,0.0,0.0,0.0,6300,0.0,0.0,0.0,61227.54996485582,0.0,2193.4226005451583
0.0,0.0,0.0,0.0,0.0,0.0,6301,0.0,0.0,0.0,61227.54996485582,0.0,2193.4226005451583
0.0,0.0,0.0,0.0,0.0,0.0,6302,0.0,0.0,0.0,61227.54996485582,0.0,2193.4226005451583
0.0,0.0,0.0,0.0,0.0,0.0,6303,0.0,0.0,0.0,61227.54996485582,0.0,2193.4226005451583
0.0,0.0,0.0,0.0,0.0,0.0,6304,0.0,0.0,0.0,61227.54996485582,0.0,2193.4226005451583
0.0,0.0,0.0,0.0,0.0,0.0,6305,0.0,0.0,0.0,61227.54996485582,0.0,2193.4226005451583
0.0,0.0,0.0,0.0,0.0,0.0,6306,0.0,0.0,0.0,61227.54996485582,0.0,2193.4226005451583
0.0,0.0,0.0,0.0,0.0,0.0,6307,0.0,0.0,0.0,61227.54996485582,0.0,2193.4226005451583
0.0,0.0,0.0,0.0,0.0,0.0,6308,0.0,0.0,0.0,61227.54996485582,0.0,2193.4226005451583
0.0,0.0,0.0,0.0,0.0,0.0,6309,0.0,0.0,0.0,61227.54996485582,0.0,2193.4226005451583
0.0,0.0,0.0,0.0,0.0,0.0,6310,0.0,0.0,0.0,61227.54996485582,0.0,2193.4226005451583
0.0,0.0,0.0,0.0,0.0,0.0,6311,0.0,0.0,0.0,61227.54996485582,0.0,2193.4226005451583
0.0,0.0,0.0,0.0,0.0,0.0,6312,0.0,0.0,0.0,61227.54996485582,0.0,2193.4226005451583
0.0,0.0,0.0,0.0,0.0,0.0,6313,0.0,0.0,0.0,61227.54996485582,0.0,2193.4226005451583
0.0,0.0,0.0,0.0,0.0,0.0,6314,0.0,0.0,0.0,61227.54996485582,0.0,2193.4226005451583
0.0,0.0,0.0,0.0,0.0,0.0,6315,0.0,0.0,0.0,61227.54996485582,0.0,2193.4226005451583
0.0,0.0,0.0,0.0,0.0,0.0,6316,0.0,0.0,0.0,61227.54996485582,0.0,2193.4226005451583
0.0,0.0,0.0,0.0,0.0,0.0,6317,0.0,0.0,0.0,61227.54996485582,0.0,2193.4226005451583
0.0,0.0,0.0,0.0,0.0,0.0,6318,0.0,0.0,0.0,61227.54996485582,0.0,2193.4226005451583
0.0,0.0,0.0,0.0,0.0,0.0,6319,0.0,0.0,0.0,61227.54996485582,0.0,2193.4226005451583
0.0,0.0,0.0,2349.3684247687197,0.0,141.3529861683329,6320,0.0,0.0,0.0,62713.42102188603,0.0,2282.8220786168
0.0,0.0,0.0,1958.9426508981041,0.0,141.3529861683329,6321,0.0,0.0,0.0,63952.365138383255,0.0,2372.2215566884415
0.0,0.0,0.0,0.0,0.0,0.0,6322,0.0,0.0,0.0,63952.365138383255,0.0,2372.2215566884415
0.0,0.0,0.0,0.0,0.0,0.0,6323,0.0,0.0,0.0,63952.365138383255,0.0,2372.2215566884415
0.0,0.0,0.0,0.0,0.0,0.0,6324,0.0,0.0,0.0,63952.365138383255,0.0,2372.2215566884415
0.0,0.0,0.0,0.0,0.0,0.0,6325,0.0,0.0,0.0,63952.365138383255,0.0,2372.2215566884415
0.0,0.0,0.0,0.0,0.0,0.0,6326,0.0,0.0,0.0,63952.365138383255,0.0,2372.2215566884415
0.0,0.0,0.0,0.0,0.0,0.0,6327,0.0,0.0,0.0,63952.365138383255,0.0,2372.2215566884415
0.0,0.0,0.0,0.0,0.0,0.0,6328,0.0,0.0,0.0,63952.365138383255,0.0,2372.2215566884415
0.0,0.0,0.0,0.0,0.0,0.0,6329,0.0,0.0,0.0,63952.365138383255,0.0,2372.2215566884415
0.0,0.0,0.0,0.0,0.0,0.0,6330,0.0,0.0,0.0,63952.365138383255,0.0,2372.2215566884415
0.0,0.0,0.0,0.0,0.0,0.0,6331,0.0,0.0,0.0,63952.365138383255,0.0,2372.2215566884415
0.0,0.0,0.0,0.0,0.0,0.0,6332,0.0,0.0,0.0,63952.365138383255,0.0,2372.2215566884415
0.0,0.0,0.0,0.0,0.0,0.0,6333,0.0,0.0,0.0,63952.365138383255,0.0,2372.2215566884415
0.0,0.0,0.0,0.0,0.0,0.0,6334,0.0,0.0,0.0,63952.365138383255,0.0,2372.2215566884415
0.0,0.0,0.0,0.0,0.0,0.0,6335,0.0,0.0,0.0,63952.365138383255,0.0,2372.2215566884415
0.0,0.0,0.0,0.0,0.0,0.0,6336,0.0,0.0,0.0,63952.365138383255,0.0,2372.2215566884415
0.0,0.0,0.0,0.0,0.0,0.0,6337,0.0,0.0,0.0,63952.365138383255,0.0,2372.2215566884415
0.0,0.0,0.0,0.0,0.0,0.0,6338,0.0,0.0,0.0,63952.365138383255,0.0,2372.2215566884415
0.0,0.0,0.0,0.0,0.0,0.0,6339,0.0,0.0,0.0,63952.365138383255,0.0,2372.2215566884415
0.0,0.0,0.0,0.0,0.0,0.0,6340,0.0,0.0,0.0,63952.365138383255,0.0,2372.2215566884415
0.0,0.0,0.0,0.0,0.0,0.0,6341,0.0,0.0,0.0,63952.365138383255,0.0,2372.2215566884415
0.0,0.0,0.0,0.0,0.0,0.0,6342,0.0,0.0,0.0,63952.365138383255,0.0,2372.2215566884415
0.0,0.0,0.0,2263.1497622353463,0.0,141.3529861683329,6343,0.0,0.0,0.0,65383.7067253297,0.0,2461.621034760083
0.0,0.0,0.0,1735.2043777620643,0.0,141.3529861683329,6344,0.0,0.0,0.0,66481.14633325436,0.0,2551.020512831725
0.0,0.0,0.0,2349.36842476872,0.0,141.35298616833293,6345,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6346,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6347,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6348,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6349,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6350,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6351,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6352,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6353,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6354,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6355,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6356,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6357,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6358,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6359,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6360,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6361,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6362,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6363,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6364,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6365,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6366,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6367,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6368,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6369,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6370,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6371,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6372,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6373,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6374,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6375,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6376,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6377,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6378,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6379,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6380,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6381,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6382,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6383,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6384,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6385,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6386,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6387,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6388,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6389,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6390,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6391,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6392,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6393,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6394,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6395,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6396,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6397,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6398,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6399,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6400,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6401,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6402,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6403,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6404,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6405,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6406,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6407,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6408,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6409,0.0,0.0,0.0,67967.01739028459,0.0,2640.419990903367
0.0,0.0,0.0,86.01942608016019,0.0,0.0,6410,0.0,0.0,0.0,68021.42085217134,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6411,0.0,0.0,0.0,68021.42085217134,0.0,2640.419990903367
0.0,0.0,0.0,64.4035173326943,0.0,0.0,6412,0.0,0.0,0.0,68062.15321299083,0.0,2640.419990903367
0.0,0.0,0.0,0.0,0.0,0.0,6413,0.0,0.0,0.0,68062.15321299083,0.0,2640.419990903367
0.0,0.0,0.0,100.51987447897253,0.0,141.35298616833293,6414,0.0,0.0,0.0,68125.72756368438,0.0,2729.819468975008
0.0,0.0,0.0,1384.7069113864754,0.0,141.3529861683329,6415,0.0,0.0,0.0,69001.49311003603,0.0,2819.2189470466496
0.0,0.0,0.0,2349.3684247687197,0.0,35.659936952964024,6416,0.0,0.0,0.0,70487.36416706625,0.0,2841.772271444524
0.0,0.0,0.0,2349.3684247687197,0.0,104.40357385120457,6417,0.0,0.0,0.0,71973.23522409647,0.0,2907.802889290805
0.0,0.0,0.0,586.6581571436025,0.0,0.0,6418,0.0,0.0,0.0,72344.27042099462,0.0,2907.802889290805
0.0,0.0,0.0,0.0,0.0,0.0,6419,0.0,0.0,0.0,72344.27042099462,0.0,2907.802889290805
0.0,0.0,0.0,0.0,0.0,0.0,6420,0.0,0.0,0.0,72344.27042099462,0.0,2907.802889290805
0.0,0.0,0.0,0.0,0.0,0.0,6421,0.0,0.0,0.0,72344.27042099462,0.0,2907.802889290805
0.0,0.0,0.0,0.0,0.0,0.0,6422,0.0,0.0,0.0,72344.27042099462,0.0,2907.802889290805
0.0,0.0,0.0,0.0,0.0,0.0,6423,0.0,0.0,0.0,72344.27042099462,0.0,2907.802889290805
0.0,0.0,0.0,0.0,0.0,0.0,6424,0.0,0.0,0.0,72344.27042099462,0.0,2907.802889290805
0.0,0.0,0.0,0.0,0.0,0.0,6425,0.0,0.0,0.0,72344.27042099462,0.0,2907.802889290805
0.0,0.0,0.0,0.0,0.0,0.0,6426,0.0,0.0,0.0,72344.27042099462,0.0,2907.802889290805
0.0,0.0,0.0,0.0,0.0,0.0,6427,0.0,0.0,0.0,72344.27042099462,0.0,2907.802889290805
0.0,0.0,0.0,0.0,0.0,0.0,6428,0.0,0.0,0.0,72344.27042099462,0.0,2907.802889290805
0.0,0.0,0.0,0.0,0.0,0.0,6429,0.0,0.0,0.0,72344.27042099462,0.0,2907.802889290805
0.0,0.0,0.0,467.24445895035734,0.0,141.3529861683329,6430,0.0,0.0,0.0,72639.78176386986,0.0,2997.2023673624467
0.0,0.0,0.0,34.70640519275242,0.0,141.3529861683329,6431,0.0,0.0,0.0,72661.73202183102,0.0,3086.6018454340883
0.0,0.0,0.0,0.0,0.0,0.0,6432,0.0,0.0,0.0,72661.73202183102,0.0,3086.6018454340883
0.0,0.0,0.0,0.0,0.0,0.0,6433,0.0,0.0,0.0,72661.73202183102,0.0,3086.6018454340883
0.0,0.0,0.0,0.0,0.0,21.775821841818775,6434,0.0,0.0,0.0,72661.73202183102,0.0,3100.3740844225263
0.0,0.0,0.0,0.0,0.0,0.0,6435,0.0,0.0,0.0,72661.73202183102,0.0,3100.3740844225263
0.0,0.0,0.0,0.0,0.0,0.0,6436,0.0,0.0,0.0,72661.73202183102,0.0,3100.3740844225263
0.0,0.0,0.0,0.0,0.0,0.0,6437,0.0,0.0,0.0,72661.73202183102,0.0,3100.3740844225263
0.0,0.0,0.0,0.0,0.0,0.0,6438,0.0,0.0,0.0,72661.73202183102,0.0,3100.3740844225263
0.0,0.0,0.0,1598.9414136209293,0.0,141.3529861683329,6439,0.0,0.0,0.0,73672.99136427332,0.0,3189.7735624941674
0.0,0.0,0.0,2349.36842476872,0.0,141.3529861683329,6440,0.0,0.0,0.0,75158.86242130354,0.0,3279.173040565809
0.0,0.0,0.0,1983.3023017922535,0.0,141.3529861683329,6441,0.0,0.0,0.0,76413.21293376718,0.0,3368.572518637451
0.0,0.0,0.0,1922.394303122128,0.0,83.84032191659409,6442,0.0,0.0,0.0,77629.04184552678,0.0,3421.5977940410853
0.0,0.0,0.0,1027.350740053544,0.0,0.0,6443,0.0,0.0,0.0,78278.79550441254,0.0,3421.5977940410853
0.0,0.0,0.0,0.0,0.0,0.0,6444,0.0,0.0,0.0,78278.79550441254,0.0,3421.5977940410853
0.0,0.0,0.0,0.0,0.0,0.0,6445,0.0,0.0,0.0,78278.79550441254,0.0,3421.5977940410853
0.0,0.0,0.0,0.0,0.0,0.0,6446,0.0,0.0,0.0,78278.79550441254,0.0,3421.5977940410853
0.0,0.0,0.0,0.0,0.0,0.0,6447,0.0,0.0,0.0,78278.79550441254,0.0,3421.5977940410853
0.0,0.0,0.0,0.0,0.0,0.0,6448,0.0,0.0,0.0,78278.79550441254,0.0,3421.5977940410853
0.0,0.0,0.0,0.0,0.0,0.0,6449,0.0,0.0,0.0,78278.79550441254,0.0,3421.5977940410853
0.0,0.0,0.0,0.0,0.0,0.0,6450,0.0,0.0,0.0,78278.79550441254,0.0,3421.5977940410853
0.0,0.0,0.0,0.0,0.0,0.0,6451,0.0,0.0,0.0,78278.79550441254,0.0,3421.5977940410853
0.0,0.0,0.0,0.0,0.0,0.0,6452,0.0,0.0,0.0,78278.79550441254,0.0,3421.5977940410853
0.0,0.0,0.0,0.0,0.0,0.0,6453,0.0,0.0,0.0,78278.79550441254,0.0,3421.5977940410853
0.0,0.0,0.0,0.0,0.0,0.0,6454,0.0,0.0,0.0,78278.79550441254,0.0,3421.5977940410853
0.0,0.0,0.0,0.0,0.0,0.0,6455,0.0,0.0,0.0,78278.79550441254,0.0,3421.5977940410853
0.0,0.0,0.0,0.0,0.0,0.0,6456,0.0,0.0,0.0,78278.79550441254,0.0,3421.5977940410853
0.0,0.0,0.0,0.0,0.0,0.0,6457,0.0,0.0,0.0,78278.79550441254,0.0,3421.5977940410853
0.0,0.0,0.0,0.0,0.0,0.0,6458,0.0,0.0,0.0,78278.79550441254,0.0,3421.5977940410853
0.0,0.0,0.0,0.0,0.0,0.0,6459,0.0,0.0,0.0,78278.79550441254,0.0,3421.5977940410853
0.0,0.0,0.0,0.0,0.0,0.0,6460,0.0,0.0,0.0,78278.79550441254,0.0,3421.5977940410853
0.0,0.0,0.0,0.0,0.0,0.0,6461,0.0,0.0,0.0,78278.79550441254,0.0,3421.5977940410853
0.0,0.0,0.0,0.0,0.0,0.0,6462,0.0,0.0,0.0,78278.79550441254,0.0,3421.5977940410853
0.0,0.0,0.0,0.0,0.0,0.0,6463,0.0,0.0,0.0,78278.79550441254,0.0,3421.5977940410853
0.0,0.0,0.0,302.25176845038015,0.0,141.3529861683329,6464,0.0,0.0,0.0,78469.95630743595,0.0,3510.997272112727
0.0,0.0,0.0,0.0,0.0,0.0,6465,0.0,0.0,0.0,78469.95630743595,0.0,3510.997272112727
0.0,0.0,0.0,0.0,0.0,0.0,6466,0.0,0.0,0.0,78469.95630743595,0.0,3510.997272112727
0.0,0.0,0.0,0.0,0.0,0.0,6467,0.0,0.0,0.0,78469.95630743595,0.0,3510.997272112727
0.0,0.0,0.0,0.0,0.0,0.0,6468,0.0,0.0,0.0,78469.95630743595,0.0,3510.997272112727
0.0,0.0,0.0,0.0,0.0,0.0,6469,0.0,0.0,0.0,78469.95630743595,0.0,3510.997272112727
0.0,0.0,0.0,0.0,0.0,0.0,6470,0.0,0.0,0.0,78469.95630743595,0.0,3510.997272112727
0.0,0.0,0.0,0.0,0.0,0.0,6471,0.0,0.0,0.0,78469.95630743595,0.0,3510.997272112727
0.0,0.0,0.0,0.0,0.0,0.0,6472,0.0,0.0,0.0,78469.95630743595,0.0,3510.997272112727
0.0,0.0,0.0,0.0,0.0,0.0,6473,0.0,0.0,0.0,75645.41000338565,0.0,3510.997272112727
0.0,0.0,0.0,0.0,0.0,0.0,6474,0.0,0.0,0.0,75645.41000338565,0.0,3510.997272112727
0.0,0.0,0.0,0.0,0.0,0.0,6475,0.0,0.0,0.0,75645.41000338565,0.0,3510.997272112727
0.0,0.0,0.0,0.0,0.0,0.0,6476,0.0,0.0,0.0,75645.41000338565,0.0,3510.997272112727
0.0,0.0,0.0,0.0,0.0,0.0,6477,0.0,0.0,0.0,75645.41000338565,0.0,3510.997272112727
0.0,0.0,0.0,0.0,0.0,0.0,6478,0.0,0.0,0.0,75645.41000338565,0.0,3510.997272112727
0.0,0.0,0.0,0.0,0.0,0.0,6479,0.0,0.0,0.0,75645.41000338565,0.0,3510.997272112727
0.0,0.0,0.0,0.0,0.0,0.0,6480,0.0,0.0,0.0,75645.41000338565,0.0,3510.997272112727
0.0,0.0,0.0,0.0,0.0,0.0,6481,0.0,0.0,0.0,75645.41000338565,0.0,3510.997272112727
0.0,0.0,0.0,0.0,0.0,0.0,6482,0.0,0.0,0.0,75645.41000338565,0.0,3510.997272112727
0.0,0.0,0.0,0.0,0.0,0.0,6483,0.0,0.0,0.0,75645.41000338565,0.0,3510.997272112727
0.0,0.0,0.0,0.0,0.0,0.0,6484,0.0,0.0,0.0,75645.41000338565,0.0,3510.997272112727
0.0,0.0,0.0,0.0,0.0,0.0,6485,0.0,0.0,0.0,75645.41000338565,0.0,3510.997272112727
0.0,0.0,0.0,0.0,0.0,0.0,6486,0.0,0.0,0.0,75645.41000338565,0.0,3510.997272112727
0.0,0.0,0.0,0.0,0.0,0.0,6487,0.0,0.0,0.0,75645.41000338565,0.0,3510.997272112727
0.0,0.0,0.0,0.0,0.0,0.0,6488,0.0,0.0,0.0,75645.41000338565,0.0,3510.997272112727
0.0,0.0,0.0,0.0,0.0,0.0,6489,0.0,0.0,0.0,75645.41000338565,0.0,3510.997272112727
0.0,0.0,0.0,0.0,0.0,0.0,6490,0.0,0.0,0.0,75645.41000338565,0.0,3510.997272112727
0.0,0.0,0.0,0.0,0.0,0.0,6491,0.0,0.0,0.0,75645.41000338565,0.0,3510.997272112727
0.0,0.0,0.0,0.0,0.0,0.0,6492,0.0,0.0,0.0,75645.41000338565,0.0,3510.997272112727
0.0,0.0,0.0,0.0,0.0,0.0,6493,0.0,0.0,0.0,75645.41000338565,0.0,3510.997272112727
0.0,0.0,0.0,0.0,0.0,0.0,6494,0.0,0.0,0.0,75645.41000338565,0.0,3510.997272112727
0.0,0.0,0.0,0.0,0.0,0.0,6495,0.0,0.0,0.0,75645.41000338565,0.0,3510.997272112727
